Moschettone SX
t1: 56:34:88:66:fc:a2
Moschettone DX
t2: AB:67:88:FC:10:b6
Sternale
t3: AB:67:88:FC:10:b6

PAN;PT1;PT2;AxAN;AyAN;AzAN;AxTM1;AyTM1;AzTM1;AxTR1;AyTR1;AzTR1;AxTM2;AyTM2;AzTM2;AxTR2;AyTR2;AzTR2;GxAN;GyAN;GzAN;GxTM1;GyTM1;GzTM1;GxTR1;GyTR1;GzTR1;GxTM2;GyTM2;GzTM2;GxTR2;GyTR2;GzTR2;TIMESTAMP
98679.470;0.000;0.000;340.807;456.829;839.299;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-822.500;-875.000;-1190.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1719305211213;
98679.470;0.000;0.000;339.465;455.914;839.726;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-927.500;-770.000;-1400.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1719305211219;
98679.470;0.000;0.000;339.465;455.914;839.726;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-927.500;-770.000;-1400.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1719305211226;
98679.470;98730.896;0.000;336.049;458.537;840.275;-823.927;351.543;-412.116;317.871;-871.812;368.745;0.000;0.000;0.000;0.000;0.000;0.000;-892.500;-665.000;-1662.500;857.500;-367.500;-262.500;-122.500;1225.000;35.000;0.000;0.000;0.000;0.000;0.000;0.000;1719305211240;
98679.470;98730.922;0.000;335.683;457.683;841.129;-842.959;352.885;-412.787;318.908;-890.661;368.257;0.000;0.000;0.000;0.000;0.000;0.000;-945.000;-630.000;-1802.500;350.000;-227.500;-350.000;-87.500;822.500;70.000;0.000;0.000;0.000;0.000;0.000;0.000;1719305211256;
98679.470;98730.922;98705.443;334.585;460.794;844.667;-846.497;353.739;-414.617;317.078;-892.674;369.599;-808.128;328.546;509.533;281.942;-788.791;-539.484;-1067.500;-752.500;-2170.000;227.500;-245.000;-367.500;-87.500;647.500;52.500;805.000;17.500;70.000;-542.500;-105.000;-402.500;1719305211276;
98679.470;98730.922;98705.443;334.097;457.744;844.301;-833.504;353.495;-412.909;319.091;-879.986;369.782;-804.651;321.348;506.544;272.548;-779.458;-540.887;-1172.500;-840.000;-2345.000;367.500;-245.000;-315.000;-105.000;805.000;52.500;875.000;-157.500;70.000;-682.500;70.000;-315.000;1719305211287;
98679.570;98730.697;98705.443;333.487;448.716;842.654;-818.864;355.020;-415.593;316.834;-872.361;370.453;-799.832;322.080;502.884;269.254;-776.347;-541.985;-1085.000;-542.500;-2170.000;437.500;-367.500;-157.500;-87.500;857.500;-122.500;822.500;0.000;17.500;-612.500;-17.500;-350.000;1719305211331;
98679.570;98730.697;98705.443;330.376;448.899;842.593;-853.573;353.922;-417.362;316.956;-894.504;369.782;-809.714;350.506;510.265;276.696;-778.787;-526.918;-927.500;-192.500;-1942.500;280.000;-122.500;-385.000;70.000;612.500;52.500;787.500;-105.000;-122.500;-525.000;-210.000;-105.000;1719305211356;
98679.460;98730.697;98703.857;329.522;447.435;841.068;-837.225;350.811;-414.861;318.115;-882.487;371.612;-805.993;328.607;497.272;278.099;-786.656;-550.281;-665.000;122.500;-1715.000;332.500;-332.500;-280.000;-210.000;717.500;0.000;892.500;-140.000;210.000;-752.500;-35.000;-472.500;1719305211391;
98679.460;98730.697;98703.857;325.679;446.520;844.301;-836.859;351.482;-413.336;318.359;-881.633;368.562;-803.004;323.300;511.363;273.646;-780.190;-540.155;-210.000;437.500;-1242.500;157.500;-315.000;-332.500;-140.000;437.500;35.000;857.500;35.000;122.500;-472.500;0.000;-455.000;1719305211429;
98679.460;98730.484;98703.857;325.679;446.520;844.301;-826.245;356.423;-413.092;316.834;-877.851;371.978;-804.163;327.997;508.191;275.598;-782.630;-544.913;-210.000;437.500;-1242.500;-105.000;-367.500;-297.500;-192.500;280.000;70.000;927.500;-52.500;87.500;-577.500;35.000;-402.500;1719305211438;
98679.615;98730.484;98703.857;325.862;445.788;845.643;-818.498;357.887;-414.678;318.725;-862.357;370.148;-804.102;324.459;503.738;273.524;-781.349;-543.510;-105.000;455.000;-1085.000;385.000;-420.000;-227.500;-192.500;1032.500;-35.000;770.000;122.500;192.500;-455.000;-87.500;-507.500;1719305211446;
98679.615;98730.484;98702.147;322.690;443.897;846.009;-850.523;345.260;-416.691;319.091;-889.929;364.353;-801.174;317.017;507.642;266.448;-777.201;-536.007;35.000;455.000;-875.000;1085.000;-140.000;-245.000;-70.000;1487.500;-52.500;665.000;245.000;210.000;-367.500;-122.500;-367.500;1719305211451;
98679.615;98730.484;98702.147;322.629;445.666;844.118;-840.458;355.142;-413.580;314.760;-886.086;367.769;-811.788;325.862;508.618;277.733;-789.767;-558.272;192.500;490.000;-647.500;997.500;-105.000;-385.000;87.500;1260.000;105.000;1050.000;-665.000;35.000;-1295.000;297.500;-227.500;1719305211459;
98679.615;98730.484;98702.147;322.995;444.263;844.240;-830.576;352.580;-415.837;318.237;-880.474;373.686;-803.370;336.720;499.468;280.600;-781.288;-538.325;332.500;595.000;-437.500;577.500;-210.000;-367.500;-35.000;1085.000;87.500;997.500;-472.500;17.500;-1067.500;35.000;-262.500;1719305211475;
98679.615;98730.362;98702.147;320.799;451.766;844.179;-836.981;350.262;-412.177;317.078;-879.803;367.403;-798.795;320.311;507.154;268.217;-776.469;-546.133;437.500;595.000;70.000;525.000;-245.000;-367.500;-52.500;962.500;52.500;875.000;-140.000;35.000;-770.000;70.000;-385.000;1719305211496;
98679.615;98730.362;98701.228;320.799;451.766;844.179;-845.399;353.922;-415.532;318.115;-889.990;370.453;-802.394;330.376;504.104;274.500;-777.201;-534.299;437.500;595.000;70.000;420.000;-192.500;-420.000;-52.500;892.500;122.500;805.000;-140.000;122.500;-647.500;-87.500;-297.500;1719305211505;
98679.591;98730.362;98701.228;320.311;451.766;842.349;-833.199;352.153;-413.092;317.627;-880.901;372.405;-807.945;330.681;511.180;279.197;-786.656;-541.314;385.000;87.500;752.500;455.000;-157.500;-315.000;17.500;892.500;105.000;840.000;-175.000;175.000;-752.500;-17.500;-472.500;1719305211541;
98679.688;98730.941;98701.228;334.524;452.193;844.240;-833.504;351.177;-412.726;318.359;-879.071;370.636;-803.309;324.032;507.642;270.108;-776.103;-541.375;332.500;17.500;735.000;525.000;-157.500;-420.000;0.000;927.500;192.500;910.000;-280.000;122.500;-892.500;87.500;-385.000;1719305211631;
98679.688;98730.941;98701.228;333.182;451.461;842.593;-841.190;348.432;-419.802;312.991;-886.452;374.418;-799.710;318.420;507.154;266.387;-775.127;-539.179;245.000;0.000;647.500;787.500;-245.000;-490.000;-70.000;980.000;192.500;805.000;-122.500;140.000;-630.000;-140.000;-385.000;1719305211639;
98679.688;98730.828;98701.228;333.121;454.023;841.983;-821.548;351.787;-407.724;316.224;-868.762;371.734;-801.052;323.361;509.777;271.633;-777.933;-533.262;210.000;70.000;560.000;297.500;-262.500;-315.000;70.000;612.500;175.000;717.500;-105.000;105.000;-700.000;-157.500;-385.000;1719305211647;
98679.688;98730.828;98700.524;333.121;454.023;841.983;-839.787;350.689;-415.837;319.152;-888.160;372.710;-802.150;321.836;502.823;270.291;-779.824;-535.702;210.000;70.000;560.000;490.000;-350.000;-315.000;-140.000;1085.000;70.000;892.500;-507.500;105.000;-1015.000;-17.500;-367.500;1719305211655;
98679.688;98730.828;98700.524;331.718;455.975;841.800;-852.170;351.787;-414.068;312.381;-905.118;365.573;-808.372;330.254;504.165;275.171;-785.009;-544.791;157.500;17.500;367.500;157.500;-17.500;-525.000;-52.500;997.500;175.000;822.500;-437.500;140.000;-962.500;17.500;-367.500;1719305211669;
98679.334;98730.828;98700.524;330.010;455.914;841.556;-837.164;350.994;-410.103;314.211;-881.816;373.564;-802.394;328.668;514.413;275.049;-779.458;-544.303;70.000;-35.000;245.000;-140.000;-87.500;-472.500;-52.500;192.500;175.000;682.500;-140.000;262.500;-700.000;-122.500;-490.000;1719305211685;
98679.334;98730.828;98699.742;332.267;450.851;845.887;-834.053;352.641;-414.800;315.797;-882.609;373.747;-792.512;315.858;496.967;264.679;-770.186;-526.918;-280.000;17.500;-70.000;35.000;-350.000;-402.500;-192.500;525.000;157.500;630.000;17.500;105.000;-507.500;-367.500;-385.000;1719305211737;
98679.334;98730.661;98699.742;332.267;450.851;845.887;-842.776;349.103;-417.545;315.431;-886.330;371.734;-810.995;344.711;518.988;286.151;-788.364;-543.937;-280.000;17.500;-70.000;70.000;-350.000;-367.500;-245.000;595.000;105.000;770.000;-87.500;140.000;-647.500;70.000;-472.500;1719305211745;
98679.334;98730.661;98699.742;332.328;452.437;845.338;-836.737;351.299;-414.739;315.126;-880.596;373.442;-814.777;345.321;511.973;290.421;-791.170;-555.100;-280.000;17.500;-52.500;-87.500;-315.000;-402.500;-140.000;280.000;122.500;892.500;-297.500;332.500;-910.000;105.000;-630.000;1719305211751;
98678.821;98730.661;98699.742;333.975;454.023;844.667;-833.870;351.909;-413.397;317.566;-880.108;370.514;-803.126;329.644;510.875;276.940;-781.593;-543.815;-227.500;157.500;-17.500;-87.500;-367.500;-367.500;-315.000;367.500;87.500;682.500;140.000;210.000;-367.500;-105.000;-525.000;1719305211775;
98678.821;98730.661;98699.668;333.853;453.840;841.556;-831.064;353.434;-412.909;317.688;-876.753;369.843;-804.407;326.960;508.191;275.110;-780.800;-546.072;-175.000;455.000;52.500;175.000;-332.500;-315.000;-140.000;682.500;70.000;717.500;157.500;227.500;-350.000;-140.000;-525.000;1719305211796;
98678.821;98730.325;98699.668;331.901;453.474;840.824;-835.212;352.214;-416.447;316.834;-876.265;371.429;-802.150;324.398;506.483;272.426;-779.214;-542.717;-175.000;560.000;52.500;647.500;-297.500;-332.500;-87.500;962.500;87.500;665.000;262.500;245.000;-262.500;-175.000;-542.500;1719305211819;
98678.821;98730.325;98699.668;330.986;452.681;841.678;-846.741;346.846;-418.765;316.590;-892.247;373.320;-802.333;322.202;508.008;272.914;-780.983;-540.765;-175.000;595.000;35.000;752.500;-227.500;-350.000;35.000;1015.000;105.000;647.500;367.500;227.500;-227.500;-175.000;-525.000;1719305211828;
98679.056;98730.325;98699.668;330.315;453.047;841.434;-835.883;348.005;-411.140;315.492;-884.012;373.137;-802.333;323.544;506.117;273.463;-780.983;-536.617;-122.500;647.500;0.000;105.000;-245.000;-350.000;-70.000;525.000;87.500;665.000;245.000;192.500;-297.500;-210.000;-525.000;1719305211850;
98679.056;98730.325;98699.668;328.363;452.681;843.142;-833.809;350.750;-415.410;317.505;-879.559;372.588;-802.394;319.030;508.008;270.474;-778.787;-534.543;-140.000;630.000;0.000;-192.500;-280.000;-385.000;-157.500;297.500;87.500;717.500;52.500;122.500;-490.000;-140.000;-402.500;1719305211856;
98679.056;98730.325;98699.428;327.448;452.132;844.667;-831.491;352.885;-413.031;315.858;-877.119;369.172;-811.300;329.766;510.082;277.001;-785.375;-556.320;-70.000;577.500;-105.000;70.000;-315.000;-297.500;-227.500;402.500;52.500;927.500;-297.500;70.000;-875.000;70.000;-350.000;1719305211879;
98679.056;98730.574;98699.428;326.106;452.925;845.033;-830.759;355.630;-414.312;316.651;-878.156;368.623;-802.211;327.021;507.093;273.951;-776.835;-544.669;-52.500;560.000;-87.500;332.500;-350.000;-262.500;-140.000;927.500;-17.500;682.500;192.500;210.000;-525.000;-192.500;-402.500;1719305211886;
98678.870;98730.574;98698.996;322.873;453.230;845.033;-836.188;349.286;-414.678;317.749;-882.243;369.233;-803.370;327.143;506.361;273.829;-781.288;-544.852;-17.500;455.000;105.000;437.500;-227.500;-210.000;-70.000;857.500;-52.500;910.000;-157.500;35.000;-700.000;17.500;-297.500;1719305211925;
98678.870;98730.574;98698.996;324.032;451.644;843.691;-829.661;353.068;-415.166;317.017;-875.472;373.259;-801.723;323.849;508.069;272.060;-778.360;-541.924;52.500;227.500;332.500;315.000;-210.000;-245.000;-105.000;752.500;0.000;840.000;-70.000;87.500;-612.500;-35.000;-315.000;1719305211961;
98678.870;98730.574;98698.996;325.130;451.583;844.179;-851.926;348.615;-419.436;313.784;-898.896;370.148;-805.993;326.838;511.424;286.029;-791.231;-553.636;122.500;315.000;350.000;577.500;-262.500;-367.500;-122.500;1015.000;105.000;910.000;-105.000;140.000;-805.000;140.000;-385.000;1719305211970;
98678.870;98730.574;98698.378;324.215;452.742;842.837;-835.700;350.018;-415.105;316.346;-883.036;373.442;-802.089;324.093;511.180;272.426;-780.739;-546.743;210.000;262.500;385.000;210.000;-192.500;-350.000;-70.000;577.500;70.000;752.500;210.000;210.000;-402.500;-52.500;-542.500;1719305211984;
98678.896;98730.506;98698.378;323.422;458.354;844.240;-832.894;352.092;-416.691;316.468;-880.596;373.259;-801.479;325.374;508.008;273.097;-781.715;-536.434;262.500;105.000;245.000;-35.000;-332.500;-385.000;-210.000;420.000;87.500;805.000;122.500;210.000;-455.000;-35.000;-490.000;1719305212006;
98678.896;98730.506;98698.378;323.422;458.354;844.240;-834.724;351.360;-413.702;316.834;-881.816;369.782;-805.017;324.032;505.690;273.463;-781.044;-539.240;262.500;105.000;245.000;-35.000;-315.000;-385.000;-227.500;385.000;105.000;927.500;-140.000;70.000;-682.500;52.500;-315.000;1719305212018;
98678.896;98730.506;98698.378;324.764;457.805;844.240;-834.358;353.983;-412.848;316.834;-879.925;369.904;-803.309;326.289;503.860;274.561;-779.275;-543.022;245.000;-70.000;227.500;262.500;-280.000;-367.500;-87.500;717.500;105.000;927.500;-122.500;35.000;-647.500;52.500;-367.500;1719305212029;
98678.896;98730.721;98698.378;327.753;456.524;842.837;-830.576;352.275;-415.105;317.322;-880.047;373.015;-801.845;325.191;510.082;273.402;-778.909;-541.070;262.500;-157.500;87.500;262.500;-332.500;-350.000;-192.500;682.500;87.500;805.000;17.500;122.500;-507.500;-70.000;-367.500;1719305212051;
98678.896;98730.721;98698.308;331.901;453.718;842.044;-824.903;352.336;-414.251;317.139;-867.847;371.307;-799.893;317.200;506.056;269.498;-779.153;-541.619;227.500;0.000;175.000;332.500;-315.000;-280.000;-140.000;805.000;52.500;822.500;-35.000;52.500;-507.500;-35.000;-367.500;1719305212066;
98678.778;98730.721;98698.308;332.877;453.047;844.301;-835.090;348.249;-419.070;315.431;-879.315;371.124;-797.087;317.322;507.581;270.779;-775.798;-532.530;105.000;70.000;192.500;787.500;-245.000;-315.000;-122.500;1050.000;52.500;787.500;-52.500;35.000;-647.500;-17.500;-315.000;1719305212090;
98678.778;98730.721;98698.308;334.219;454.389;843.264;-835.883;351.055;-414.495;314.150;-893.406;370.148;-802.333;309.026;512.095;272.792;-779.519;-543.754;105.000;105.000;-262.500;507.500;-122.500;-245.000;105.000;840.000;17.500;927.500;-472.500;35.000;-927.500;157.500;-297.500;1719305212126;
98678.778;98730.624;98698.308;333.914;452.498;842.593;-842.044;354.898;-414.190;315.004;-895.846;374.052;-791.536;313.906;495.991;268.461;-772.565;-526.918;122.500;87.500;-402.500;297.500;-332.500;-385.000;-87.500;805.000;122.500;962.500;-490.000;-175.000;-945.000;-122.500;-87.500;1719305212142;
98678.778;98730.624;98698.308;333.975;454.145;842.715;-834.419;348.005;-418.826;315.431;-886.330;373.625;-802.882;317.444;508.496;269.498;-779.397;-552.538;175.000;122.500;-525.000;245.000;-385.000;-315.000;-297.500;700.000;70.000;822.500;-262.500;-17.500;-875.000;70.000;-210.000;1719305212149;
98678.637;98730.624;98698.308;333.243;455.548;843.142;-829.234;347.700;-420.229;316.102;-876.997;372.527;-810.202;346.907;503.189;285.724;-789.645;-544.913;227.500;280.000;-752.500;297.500;-350.000;-315.000;-227.500;735.000;87.500;612.500;-122.500;-17.500;-612.500;-192.500;-385.000;1719305212166;
98679.063;98730.624;98697.956;329.461;456.707;842.044;-854.122;349.286;-417.179;313.479;-898.957;373.686;-803.797;319.030;510.143;271.206;-781.593;-540.094;157.500;192.500;-980.000;-35.000;-227.500;-455.000;-105.000;490.000;157.500;647.500;315.000;227.500;-227.500;-210.000;-577.500;1719305212239;
