Moschettone SX
t1: 56:34:88:66:fc:a2
Moschettone DX
t2: AB:67:88:FC:10:b6
Sternale
t3: AB:67:88:FC:10:b6

PAN;PT1;PT2;AxAN;AyAN;AzAN;AxTM1;AyTM1;AzTM1;AxTR1;AyTR1;AzTR1;AxTM2;AyTM2;AzTM2;AxTR2;AyTR2;AzTR2;GxAN;GyAN;GzAN;GxTM1;GyTM1;GzTM1;GxTR1;GyTR1;GzTR1;GxTM2;GyTM2;GzTM2;GxTR2;GyTR2;GzTR2;TIMESTAMP
98649.032;0.000;0.000;198.616;267.546;960.872;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-1802.500;70.000;-1137.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1719307769578;
98649.032;0.000;0.000;197.274;268.339;961.482;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-1417.500;140.000;-962.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1719307769591;
98649.032;98708.011;0.000;193.370;269.071;960.811;-813.496;571.692;142.923;528.687;-839.604;-192.028;0.000;0.000;0.000;0.000;0.000;0.000;-735.000;367.500;-717.500;1680.000;-682.500;577.500;-577.500;2047.500;-717.500;0.000;0.000;0.000;0.000;0.000;0.000;1719307769615;
98649.124;98707.955;98670.683;191.052;271.572;959.652;-813.130;569.252;145.790;528.260;-838.079;-197.579;-989.725;8.662;208.376;3.660;-982.405;-192.943;-210.000;542.500;-472.500;525.000;-385.000;297.500;-402.500;1505.000;-560.000;577.500;-3430.000;-385.000;-4532.500;-350.000;647.500;1719307769630;
98649.124;98707.955;98670.683;191.052;273.463;959.286;-814.716;568.459;146.278;523.563;-837.957;-197.091;-983.991;30.927;205.570;6.161;-978.257;-192.943;17.500;525.000;-297.500;-175.000;-140.000;157.500;157.500;35.000;-420.000;385.000;-4952.500;-612.500;-5267.500;-455.000;752.500;1719307769636;
98649.124;98707.955;98670.683;190.625;274.378;958.310;-814.045;567.300;144.387;522.892;-838.811;-189.161;-988.993;13.420;200.324;-1.159;-985.943;-191.784;175.000;542.500;-87.500;-1225.000;210.000;-35.000;245.000;-560.000;-297.500;262.500;-5582.500;-577.500;-6580.000;-665.000;857.500;1719307769651;
98649.124;98707.955;98670.683;188.551;280.295;954.467;-812.642;564.921;141.642;518.317;-839.909;-177.327;-986.614;25.742;198.799;1.891;-981.917;-193.492;735.000;525.000;280.000;-1242.500;-175.000;-455.000;-70.000;-805.000;105.000;192.500;-6580.000;-997.500;-7035.000;-700.000;1155.000;1719307769682;
98649.124;98707.829;98668.743;189.039;280.112;953.979;-815.082;564.128;143.411;516.914;-838.018;-185.623;-984.235;30.378;198.433;1.647;-980.941;-194.224;875.000;420.000;367.500;-1260.000;-332.500;-630.000;-280.000;-665.000;280.000;175.000;-7035.000;-962.500;-7927.500;-805.000;1085.000;1719307769690;
98648.853;98707.829;98668.743;189.832;285.053;953.552;-813.984;563.030;143.838;517.036;-838.811;-189.588;-984.662;32.696;182.268;3.843;-976.427;-195.688;1190.000;280.000;577.500;-1452.500;-297.500;-682.500;-280.000;-1155.000;402.500;70.000;-7857.500;-1067.500;-8505.000;-822.500;1382.500;1719307769720;
98648.853;98707.829;98668.743;190.808;286.578;953.125;-814.533;561.688;143.838;514.230;-838.506;-188.734;-987.895;15.982;175.131;-0.427;-981.063;-194.773;1242.500;192.500;735.000;-1995.000;-52.500;-805.000;0.000;-1400.000;472.500;87.500;-7822.500;-875.000;-8260.000;-840.000;1225.000;1719307769735;
98648.853;98707.829;98668.743;190.808;286.578;953.125;-814.167;560.651;143.960;513.559;-839.238;-186.050;-984.357;32.391;171.166;2.501;-978.501;-194.895;1242.500;192.500;735.000;-2065.000;0.000;-875.000;52.500;-1610.000;577.500;157.500;-7192.500;-1137.500;-7910.000;-787.500;1382.500;1719307769741;
98648.912;98707.712;98666.694;190.991;294.630;951.600;-815.265;559.797;143.472;509.777;-840.397;-185.135;-983.137;35.929;170.434;0.976;-979.599;-194.834;1242.500;0.000;787.500;-1802.500;-140.000;-1050.000;-70.000;-1260.000;735.000;140.000;-6807.500;-927.500;-7140.000;-735.000;910.000;1719307769771;
98648.912;98707.712;98666.694;189.283;294.996;951.661;-816.424;558.333;142.435;507.703;-840.275;-184.952;-988.444;16.043;163.968;-0.061;-982.161;-195.627;1207.500;-17.500;787.500;-1575.000;-157.500;-1067.500;-105.000;-1155.000;735.000;245.000;-5862.500;-682.500;-6597.500;-665.000;857.500;1719307769779;
98648.912;98707.712;98666.694;191.418;297.741;950.807;-813.618;557.174;142.191;507.764;-840.580;-182.451;-984.174;30.866;165.066;2.257;-974.292;-196.908;1032.500;-192.500;752.500;-1435.000;-157.500;-1120.000;-87.500;-822.500;840.000;315.000;-5250.000;-822.500;-5390.000;-472.500;700.000;1719307769794;
98648.912;98707.712;98666.694;192.211;298.412;949.831;-815.326;557.174;143.350;505.751;-840.092;-182.329;-987.102;18.300;159.332;0.183;-979.355;-197.091;927.500;-192.500;717.500;-1102.500;-262.500;-1137.500;-140.000;-630.000;857.500;490.000;-3972.500;-297.500;-4725.000;-402.500;367.500;1719307769809;
98648.912;98707.712;98666.694;192.089;301.218;948.916;-816.302;555.527;143.594;504.409;-840.397;-186.172;-983.137;31.110;158.783;1.708;-976.671;-196.664;700.000;-437.500;630.000;-700.000;-262.500;-1120.000;-122.500;-192.500;910.000;700.000;-2415.000;-385.000;-3202.500;-192.500;315.000;1719307769824;
98648.912;98707.712;98666.694;192.577;302.316;947.635;-815.509;555.405;143.899;500.566;-839.970;-189.283;-982.588;34.831;159.698;2.196;-974.353;-198.067;577.500;-525.000;630.000;-542.500;-227.500;-1085.000;-105.000;-52.500;805.000;770.000;-1627.500;-122.500;-2380.000;-52.500;87.500;1719307769839;
98648.725;98707.545;98665.376;192.577;304.878;945.988;-815.448;553.636;144.570;499.163;-839.482;-188.490;-987.712;18.666;160.552;-1.037;-979.904;-197.335;52.500;-682.500;385.000;-297.500;-17.500;-962.500;87.500;227.500;700.000;875.000;-35.000;70.000;-752.500;52.500;-297.500;1719307769860;
98648.725;98707.545;98665.376;196.176;299.144;945.988;-814.716;554.490;144.448;499.285;-838.933;-188.002;-984.052;32.269;164.700;2.501;-976.549;-198.006;-367.500;-752.500;192.500;-157.500;70.000;-892.500;192.500;350.000;595.000;927.500;735.000;87.500;17.500;140.000;-315.000;1719307769876;
98648.725;98707.545;98665.376;199.470;298.534;947.330;-817.400;551.196;143.777;500.383;-842.410;-181.353;-986.858;17.080;168.299;-1.342;-978.989;-199.043;-735.000;-735.000;35.000;437.500;122.500;-665.000;280.000;945.000;472.500;1067.500;1960.000;542.500;1295.000;262.500;-892.500;1719307769906;
98648.725;98707.545;98665.376;198.860;303.353;948.977;-820.511;551.989;142.008;496.662;-844.240;-182.634;-987.346;13.725;169.763;1.037;-977.586;-198.860;-857.500;-857.500;-175.000;997.500;35.000;-542.500;210.000;1522.500;367.500;1155.000;2537.500;437.500;2415.000;437.500;-787.500;1719307769915;
98649.002;98707.854;98665.376;200.019;302.560;945.866;-821.304;552.233;142.862;497.760;-845.155;-184.342;-982.222;34.953;178.913;1.586;-974.597;-200.080;-892.500;-1032.500;-332.500;1277.500;-17.500;-490.000;105.000;1802.500;297.500;1277.500;3500.000;542.500;2852.500;507.500;-980.000;1719307769929;
98649.002;98707.854;98664.385;200.995;300.913;949.282;-819.230;551.379;144.997;497.943;-844.179;-184.952;-988.017;11.468;181.536;-1.525;-983.259;-199.470;-1120.000;-980.000;-612.500;1732.500;-105.000;-350.000;87.500;2292.500;122.500;1400.000;4077.500;700.000;3500.000;630.000;-1190.000;1719307769950;
